DATE,ICERATES1100USD3Y
2019-09-24,.
2019-09-25,.
2019-09-26,.
2019-09-27,1.574
2019-09-30,1.563
2019-10-01,.
2019-10-02,.
2019-10-03,.
2019-10-04,1.355
2019-10-07,1.386
2019-10-08,1.379
2019-10-09,.
2019-10-10,1.49
2019-10-11,1.593
2019-10-14,.
2019-10-15,1.604
2019-10-16,1.588
2019-10-17,1.583
2019-10-18,1.567
2019-10-21,1.583
