Per Capita Personal Income by County (Dollars)																		
Series ID	Region Name	Region Code	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
PCPI13169	Jones County, GA	13169	23722	23813	25949	26848	27963	29125	29110	28899	29732	31003	31568	31969	32801	34606	35125	36373
PCPI28067	Jones County, MS	28067	23522	24395	25908	27457	28735	30019	31987	31549	32669	33015	34214	34883	37697	36675	36094	37501
PCPI41033	Josephine County, OR	41033	23396	24233	25918	27126	28646	29608	29288	29311	30015	30976	32225	32592	34672	36501	37687	38896
PCPI49023	Juab County, UT	49023	20341	20230	21656	22884	24073	25309	25416	24059	24693	26328	27302	29015	29838	32451	32918	34089
PCPI30045	Judith Basin County, MT	30045	18255	20525	23174	24472	21261	26456	31005	29315	34002	39129	43130	45969	49433	56439	48908	47411
PCPI02110	Juneau Cty&Bor, AK	02110	39391	40918	41637	43951	46283	49488	52452	51914	54809	57763	60950	60139	63124	63861	64319	66367
PCPI55057	Juneau County, WI	55057	23893	24623	25724	25830	26595	28138	29882	29599	30638	32182	33522	32607	33539	35112	35107	36103
PCPI42067	Juniata County, PA	42067	24802	25898	27571	28455	29035	30406	31703	30943	31862	32981	33378	34575	36275	39128	39512	43244
PCPI26077	Kalamazoo County, MI	26077	30615	31065	31754	32253	33911	34825	36703	35660	36320	38567	39584	40357	41532	44037	45124	46389
PCPI26079	Kalkaska County, MI	26079	20220	20655	20881	21899	22902	24286	26049	25119	26040	27382	28837	29495	31613	32218	32499	32780
PCPI27065	Kanabec County, MN	27065	24117	24409	25707	25291	25862	26771	27821	28414	29771	31495	33121	33924	36398	38329	40524	41384
PCPI54039	Kanawha County, WV	54039	31366	31543	31636	33497	35510	36718	38596	38507	39686	41208	42284	41905	43321	44069	44148	45642
PCPI27067	Kandiyohi County, MN	27067	28971	30095	31734	32787	34013	35812	39525	38294	39894	42009	44812	44187	45383	49455	49575	51466
PCPI17089	Kane County, IL	17089	32316	32752	33692	35256	37222	38982	39706	37957	39068	41092	42276	42994	44440	46050	47184	48975
PCPI49025	Kane County, UT	49025	25803	26964	26515	26599	27719	29154	30394	29663	29499	31249	32490	32579	34649	37232	37456	37981
PCPI17091	Kankakee County, IL	17091	27007	27485	28072	28932	30132	31421	32641	32081	32803	33816	34341	35715	36338	37425	38802	39862
PCPI48255	Karnes County, TX	48255	17988	19074	19015	20370	20836	22336	23559	23172	25422	28112	31080	34338	40601	41915	42490	44986
PCPI15007	Kauai County, HI	15007	26668	28041	30467	32246	34087	35777	36845	35115	35293	36653	37892	38813	41005	42918	44400	46596
PCPI48257	Kaufman County, TX	48257	26394	26329	26690	28208	30098	31479	33300	32445	32570	34077	35833	36370	37516	38912	40140	41140
PCPI40071	Kay County, OK	40071	25811	25720	26455	25787	28704	30796	34878	32860	33763	35886	37134	38040	39143	39147	38342	39780
PCPI31099	Kearney County, NE	31099	28354	32920	34245	37474	46563	54231	50945	46307	44340	56757	56905	67222	85111	99448	62967	55680
PCPI20093	Kearny County, KS	20093	21489	27123	26204	30013	27498	32727	35747	37996	45542	50107	50737	59391	53510	52351	52517	53621
PCPI31101	Keith County, NE	31101	24090	26541	26975	27274	27386	30995	34082	33237	33625	39341	41488	41664	41288	43025	42645	42669
PCPI28069	Kemper County, MS	28069	18223	18292	19043	19218	19297	19269	21142	21956	22728	23569	25511	27803	27295	27518	28143	29224
PCPI02122	Kenai Peninsula Borough, AK	02122	30568	30911	32035	33442	35249	37555	41953	41370	43158	45502	46957	46440	49955	50742	48923	49800
PCPI17093	Kendall County, IL	17093	31450	31510	32119	33435	35861	37901	38896	37876	38382	40056	40989	42152	43101	44742	45901	47433
PCPI48259	Kendall County, TX	48259	38486	38625	41178	45268	50936	55746	59171	57254	60586	65817	70817	71076	75460	78817	82561	83808
PCPI48261	Kenedy County, TX	48261	29557	33407	31730	26584	29725	33742	33761	27390	30017	47759	42412	54099	56137	67596	41329	41297
PCPI23011	Kennebec County, ME	23011	29261	30135	31003	31693	33470	35185	36645	36779	37372	38444	38709	39067	40106	41166	41945	43292
PCPI55059	Kenosha County, WI	55059	29702	30490	31080	32023	33591	34752	35611	34938	35336	36693	37932	38536	40047	42146	43284	44879
PCPI48263	Kent County, TX	48263	24088	29214	29238	30304	29613	29459	29737	30623	28732	36351	36310	41751	45249	44477	46739	48558
PCPI26081	Kent County, MI	26081	31357	32302	34565	35361	37385	38728	40835	36691	38851	42365	45457	44957	46864	49565	50391	51801
PCPI44003	Kent County, RI	44003	35002	36692	38518	39387	41680	43508	44556	43876	45123	47671	49307	49836	51839	54293	54720	56996
PCPI10001	Kent County, DE	10001	28043	29306	30757	31075	32435	33175	33146	34099	33833	35334	35641	36218	37106	37767	38941	40304
PCPI24029	Kent County, MD	24029	36358	37133	40582	42306	46684	46853	46895	45626	45200	47264	48218	49181	51756	54185	56044	59466
PCPI21117	Kenton County, KY	21117	33371	33980	36018	38223	41018	41380	42754	40292	42599	43774	43630	44615	48254	50550	53144	55214
PCPI19107	Keokuk County, IA	19107	25083	25610	28654	27822	28907	31296	34234	33940	33974	39016	41307	43680	42640	42575	41648	40419
PCPI06029	Kern County, CA	06029	23364	24309	25431	26539	27750	29189	29526	28917	31022	32690	34464	35153	37331	37968	37844	38560
PCPI48265	Kerr County, TX	48265	28780	28848	30527	32988	34926	36811	39661	37035	38390	39364	42224	43039	45441	45974	46438	47288
PCPI45055	Kershaw County, SC	45055	25101	25906	27536	28394	30730	31673	32715	31854	32010	32817	34148	34915	35832	38049	38610	39842
PCPI02130	Ketchikan Gateway Borough, AK	02130	39212	40782	41211	43953	44741	49052	51933	52631	54418	56629	59038	59653	62600	64943	63894	65034
PCPI55061	Kewaunee County, WI	55061	26968	28040	30330	31038	31904	33922	35035	33929	36393	39550	40719	41313	43758	44437	43789	45183
PCPI26083	Keweenaw County, MI	26083	25277	25920	26089	27532	28337	30226	32087	33360	34284	36134	37312	37273	38282	41632	42629	43993
PCPI31103	Keya Paha County, NE	31103	20148	25039	24567	28511	23615	27552	28118	27424	33001	52079	56416	64281	77216	79457	71121	66206
PCPI38043	Kidder County, ND	38043	22313	27923	29192	33083	28382	32674	31522	32389	41296	46663	53542	47835	46528	46554	44826	42882
PCPI31105	Kimball County, NE	31105	24226	29227	29296	31418	33022	37724	40021	34788	38126	47226	54050	45563	45464	41600	40547	44960
PCPI48267	Kimble County, TX	48267	23770	24966	25564	26390	28340	30071	32298	32243	31166	36289	39669	42834	43859	45630	43469	41007
PCPI48269	King County, TX	48269	38455	39161	34633	49886	50656	52743	43467	52333	60024	95220	73292	83274	80045	61088	51378	37689
PCPI53033	King County, WA	53033	46197	47378	51674	52163	56992	61140	61577	55512	56098	59371	66043	66692	72696	76226	79323	83383
PCPI51099	King George County, VA	51099	31917	34262	37423	38667	41021	41410	42950	42890	44529	45245	46357	47007	48117	52581	49823	50971
PCPI51101	King William County, VA	51101	29575	31003	32982	34827	35223	36820	38367	36412	36294	37410	39316	39697	38602	41169	43898	45300
PCPI51097	King and Queen County, VA	51097	25324	26843	27848	28666	29365	30898	33096	33453	33351	34802	34522	35854	36360	38556	39467	41599
PCPI40073	Kingfisher County, OK	40073	26503	27363	27715	29277	31251	32143	36335	31357	34131	37787	42012	42594	46912	44768	45023	45150
PCPI20095	Kingman County, KS	20095	24892	27644	28014	29706	33252	33253	36908	33929	34383	38372	40905	43484	41599	42767	43164	43024
PCPI36047	Kings County, NY	36047	26177	26656	28520	29148	31042	33219	34338	34354	35811	37591	38671	39586	41399	43915	45629	48758
PCPI06031	Kings County, CA	06031	20329	22306	23499	23990	23741	26651	25757	24809	26707	29706	29251	29718	32337	32486	33462	35326
PCPI46077	Kingsbury County, SD	46077	29042	34663	35578	33142	32766	42309	46912	44383	41765	56725	48746	54834	47009	45889	46894	44895
PCPI48271	Kinney County, TX	48271	20476	23063	22835	21967	22343	23725	24809	26175	25813	27696	28232	28917	30079	29782	29248	28964
PCPI08061	Kiowa County, CO	08061	26364	32783	29872	30925	26901	43782	37129	39973	44533	50534	53114	57635	52473	51397	49355	53959
PCPI20097	Kiowa County, KS	20097	26213	30890	30479	29800	30161	31809	33696	30944	32390	37571	37979	38901	32919	34703	38672	42384
PCPI40075	Kiowa County, OK	40075	22840	23314	24989	24811	24712	26142	31437	27427	29501	33314	35875	34866	36265	34992	32919	33857
PCPI08063	Kit Carson County, CO	08063	22932	27896	26259	27649	24973	30673	31670	30777	34917	36087	36589	34628	35194	33595	35299	39016
PCPI53035	Kitsap County, WA	53035	32225	33705	35582	37742	38995	41008	42695	41493	42150	42952	44692	45006	47697	48711	50230	52508
PCPI53037	Kittitas County, WA	53037	25306	25720	26130	27388	29232	31735	32478	31428	33618	34751	36198	35999	37094	38413	39417	40218
PCPI27069	Kittson County, MN	27069	25309	33750	28891	28374	31009	35999	48060	35793	41093	42902	53112	57379	50954	50425	48849	49294
PCPI41035	Klamath County, OR	41035	23653	24790	25633	27175	28297	28058	28806	28569	29700	30398	31225	31650	33687	35794	37111	38446
PCPI48273	Kleberg County, TX	48273	21603	23169	23666	24437	25812	26579	27863	27825	29562	31964	33668	35239	37089	37043	35990	37123
PCPI53039	Klickitat County, WA	53039	24111	24671	25108	26647	28806	31219	34056	34895	36703	37922	40633	38668	40717	42438	43370	45143
PCPI21119	Knott County, KY	21119	19357	20088	21093	22104	22897	24095	26418	26726	27480	28402	27941	26451	28217	28671	28391	29691
PCPI39083	Knox County, OH	39083	25352	26071	27080	27935	29521	30859	31744	31463	31245	33721	36166	36897	38470	39115	39320	40632
PCPI31107	Knox County, NE	31107	22696	26768	27107	28384	26352	30128	31124	32853	36132	44992	40644	45424	47030	48359	43860	45669
PCPI23013	Knox County, ME	23013	33811	34949	35726	35879	37244	37265	37960	37121	38071	40177	42116	40767	42702	45553	47159	49005
PCPI48275	Knox County, TX	48275	23216	27769	29289	29175	27951	29826	29537	29647	30810	31662	34002	38814	38865	38388	36266	36564
PCPI21121	Knox County, KY	21121	17610	17949	19065	19861	20878	21873	22756	23399	24300	25350	25834	25626	27401	28084	27903	28555
PCPI18083	Knox County, IN	18083	25433	26467	27918	28182	29867	31140	33430	32936	34582	36051	38049	39856	40835	40274	41569	42473
PCPI47093	Knox County, TN	47093	30062	30860	32464	33574	35322	36512	37383	36085	37542	39851	42205	41765	43747	45744	46577	48160
PCPI17095	Knox County, IL	17095	26289	27198	27462	27339	28336	30554	32663	32813	34089	35919	36026	36732	36477	37322	37898	37983
PCPI29103	Knox County, MO	29103	21637	23881	27761	24659	26472	28413	30623	32090	29722	28736	33246	33131	38067	33331	32878	32165
PCPI02150	Kodiak Island Borough, AK	02150	30973	34355	35417	37560	39420	41189	45046	44339	49487	51883	54810	53710	57411	60958	58066	60891
PCPI27071	Koochiching County, MN	27071	26821	28419	29716	29321	28996	31018	32191	32815	34695	35684	35784	36331	36115	37098	38070	39378
PCPI16055	Kootenai County, ID	16055	25438	26219	27552	29178	31048	32306	32579	31498	32098	33714	35502	36413	38253	40312	41125	42224
PCPI18085	Kosciusko County, IN	18085	28361	29438	30937	31566	31979	33376	33927	32262	34189	36558	38302	39958	41729	46044	43500	45177
PCPI19109	Kossuth County, IA	19109	26596	27346	31231	32409	33387	37426	40927	39378	41363	48500	50498	49871	48794	49938	47609	49266
PCPI02270	Kusilvak CA, AK	02270	17663	18774	18789	19556	19442	20913	23383	23918	25556	26899	27631	26400	29871	29306	30555	30872
PCPI55063	La Crosse County, WI	55063	28866	29726	30770	32000	33724	35318	37238	37474	37797	39948	41759	41230	43637	45067	45985	47134
PCPI04012	La Paz County, AZ	04012	18200	20241	21019	22035	22484	24530	25736	25013	25220	27648	26938	27080	27332	28115	29644	31335
PCPI08067	La Plata County, CO	08067	29337	30851	33306	35649	38183	40806	43894	41163	41405	43197	47228	54558	58706	54980	52588	52759
PCPI48283	La Salle County, TX	48283	15703	16610	16148	16487	18464	19260	22344	21559	25450	32496	38717	38200	42585	39941	34676	34696
PCPI22059	La Salle Parish, LA	22059	19209	18826	20194	21597	23388	25105	28327	27565	29779	29773	30362	30621	31471	30468	29649	30624
PCPI18087	LaGrange County, IN	18087	21504	22336	23644	24374	25350	25795	25128	22932	25624	28299	31050	33043	34792	36002	36830	38697
PCPI38045	LaMoure County, ND	38045	25651	28238	31741	34670	32114	40015	46836	44067	56607	68543	70139	54666	51753	43771	53643	39972
PCPI18091	LaPorte County, IN	18091	26365	27158	27784	28614	30199	31269	32676	30813	31932	33948	35859	35814	36563	37574	38873	40253
PCPI17099	LaSalle County, IL	17099	27087	27837	29872	30597	32204	33653	34495	34067	34934	37277	37382	38979	39402	40125	41254	42582
PCPI20099	Labette County, KS	20099	24374	24826	26512	27604	29494	31398	33451	32480	33262	35652	36557	37017	36861	38196	38946	40043
PCPI27073	Lac qui Parle County, MN	27073	24694	25430	29933	32207	32716	34138	38279	41502	45722	48715	56411	61571	53203	49677	49154	46306
PCPI42069	Lackawanna County, PA	42069	29328	29975	31220	32206	33403	35074	36772	36579	38050	39208	40009	39341	41033	42897	43962	45319
PCPI29105	Laclede County, MO	29105	21950	23083	24602	24955	24662	25487	26028	26225	26986	28244	29462	29830	31206	32189	32464	34317
PCPI55065	Lafayette County, WI	55065	23815	24009	26626	26983	27735	31684	32379	32039	35014	38764	38037	43592	41506	42676	41450	42908
PCPI22055	Lafayette Parish, LA	22055	30101	30776	31264	35251	39714	40872	45879	41201	43757	44719	50096	49813	52859	48901	45111	45892
PCPI05073	Lafayette County, AR	05073	20717	21799	24387	24033	24092	25803	26675	25634	25031	27080	30231	31397	33942	33795	34177	35108
PCPI28071	Lafayette County, MS	28071	23677	24053	25845	28416	29760	30554	31370	30676	30887	32812	34067	33729	35324	37349	39573	40037
PCPI29107	Lafayette County, MO	29107	25352	25770	28549	28433	29179	31208	32770	32535	32222	33756	34448	36730	37513	37289	39181	40657
PCPI12067	Lafayette County, FL	12067	15376	15958	17528	16944	16269	18864	19273	18643	19444	20674	21557	22076	24459	25885	23055	24767
PCPI22057	Lafourche Parish, LA	22057	25565	26118	26372	29526	34939	38431	41863	39735	40279	39920	42111	43270	45944	45203	42693	44192
PCPI18089	Lake County, IN	18089	27436	28339	29202	30348	32103	33422	34575	33151	34118	35701	37281	37186	38269	40019	41344	43099
PCPI39085	Lake County, OH	39085	30764	32194	33154	34505	36238	37990	38771	37340	38120	40542	41964	42843	44942	46106	46930	48695
PCPI17097	Lake County, IL	17097	49420	50305	51608	53643	57556	59926	60147	55409	56611	60332	65240	64622	68314	72268	73102	76227
PCPI27075	Lake County, MN	27075	27393	28862	29518	30521	30733	32078	34208	34493	36081	38794	40110	41054	43095	44465	43408	45746
PCPI06033	Lake County, CA	06033	26142	26651	27110	27235	28512	29415	29846	29763	30874	32046	33103	34281	36109	38477	40128	41443
PCPI12069	Lake County, FL	12069	26774	28103	29128	30294	31679	33044	33405	31666	32335	33183	34200	34669	36555	37808	39517	40541
PCPI08065	Lake County, CO	08065	22599	23350	23790	24916	26629	27376	28460	26516	26545	27532	29160	30297	31774	33325	33569	34668
PCPI26085	Lake County, MI	26085	20375	20593	20920	20557	20747	21395	22928	23694	24871	25901	26143	26580	27551	28436	29375	29790
PCPI30047	Lake County, MT	30047	19882	20993	22425	23529	25332	27335	27393	26620	28052	29063	30904	30791	33322	34157	36012	36982
PCPI41037	Lake County, OR	41037	22699	23632	24256	24223	24455	24411	26401	27272	28019	29808	31997	33036	35450	37157	37658	38091
PCPI47095	Lake County, TN	47095	14407	15366	17030	17783	18260	19537	21684	20685	19896	22742	22706	24266	22173	22749	22555	23175
PCPI46079	Lake County, SD	46079	26102	28790	31804	41384	52910	52425	48919	41621	42114	48566	46599	49821	52736	53801	53184	51667
PCPI02164	Lake and Peninsula Borough, AK	02164	30376	31751	31878	29674	31289	35109	40145	38775	42358	46229	51373	51752	53469	56013	54702	59760
PCPI27077	Lake of the Woods County, MN	27077	22506	26653	26679	27450	27240	29865	35142	35397	37288	37975	39076	40437	46200	51048	49306	50391
PCPI48277	Lamar County, TX	48277	23491	24491	24962	25504	27173	29686	31145	31147	32748	33691	33522	33911	35537	37525	38985	40610
PCPI01075	Lamar County, AL	01075	20547	21019	21437	22574	23219	24425	25359	25366	26910	28334	29296	29644	30147	31356	31809	32803
PCPI28073	Lamar County, MS	28073	23186	23536	24747	26059	28269	29552	30809	30783	31492	32847	34260	34414	36028	37697	38295	39076
PCPI13171	Lamar County, GA	13171	23368	23747	24262	24316	25445	26333	26195	26265	26256	27577	29002	28970	29358	30650	31373	32483
PCPI48279	Lamb County, TX	48279	22183	23470	24101	26019	25129	26837	28786	26721	32477	31234	31622	35898	36869	40059	34392	38465
PCPI50015	Lamoille County, VT	50015	31812	32568	34672	35792	38802	39611	42192	41024	41029	43604	44625	44949	47113	48867	50464	51558
PCPI48281	Lampasas County, TX	48281	26345	27218	28135	32389	34930	37616	40978	41695	42691	45699	46021	45603	46077	46687	47408	48098
PCPI31109	Lancaster County, NE	31109	32082	32837	33728	34574	36208	37682	38934	37738	38576	40245	42166	41876	43284	45001	45780	46874
PCPI51103	Lancaster County, VA	51103	34983	36174	38390	40201	43361	45254	46161	43064	43469	45556	47867	47733	49197	51730	53017	55403
PCPI45057	Lancaster County, SC	45057	23006	23338	23889	24464	25992	27263	29730	28908	30610	32659	34243	35680	37276	41229	43550	47505
PCPI42071	Lancaster County, PA	42071	30603	31616	33425	34695	35575	36771	37692	36554	37959	39736	41050	41860	44075	46346	47325	49207
PCPI32015	Lander County, NV	32015	30713	31528	32673	35315	37267	40853	40124	43292	45682	47965	49531	51815	53690	55887	55743	58807
PCPI20101	Lane County, KS	20101	25634	27702	25914	30938	30969	34534	43526	43371	56835	71602	77525	91380	82424	86320	82709	92559
PCPI41039	Lane County, OR	41039	27093	27454	29071	30674	33202	33471	34042	32878	33789	34863	36335	36432	38672	41136	42233	43430
PCPI55067	Langlade County, WI	55067	24483	25255	26383	27483	28695	30053	31768	32238	33028	34725	36801	37341	38750	40606	40308	41836
PCPI13173	Lanier County, GA	13173	20606	20462	20618	20771	20847	20783	20660	20032	21338	22731	22897	22668	23831	24788	25258	26116
PCPI26087	Lapeer County, MI	26087	27608	28033	28703	29625	30137	30727	31349	29789	30996	33031	34904	35490	36793	38735	39634	40960
PCPI56021	Laramie County, WY	56021	31690	33466	34860	36484	39381	40892	44295	41601	42889	47696	48582	48445	49340	49764	48718	50563
PCPI08069	Larimer County, CO	08069	31885	31765	32635	34016	35802	37749	38014	36754	37336	39038	40892	42560	45189	47005	48289	50539
PCPI21123	Larue County, KY	21123	22879	23557	24567	25761	26526	26919	27060	27412	28064	29467	30795	31767	31809	33408	34069	35275
PCPI08071	Las Animas County, CO	08071	23344	23311	24888	26228	27623	28771	29362	27993	28707	30668	32098	34623	37040	36920	37959	38119
PCPI06035	Lassen County, CA	06035	20500	21575	22189	22808	24207	25156	27011	26539	27735	29096	29567	30526	32361	34953	36310	36686
PCPI16057	Latah County, ID	16057	25129	25693	27052	27478	28849	30366	31513	31414	32737	33279	34194	34770	35471	37598	38703	39575
PCPI40077	Latimer County, OK	40077	20955	22185	23414	23632	26357	28819	30113	28720	30322	30078	32144	32696	32951	33393	32592	32633
PCPI28075	Lauderdale County, MS	28075	24856	25707	26479	27404	29040	29667	31467	30310	30673	31579	34035	34373	34860	35304	36998	37796
PCPI01077	Lauderdale County, AL	01077	23673	24430	25866	27187	28398	29758	29977	29667	31125	32034	32533	32666	34068	34939	35412	36448
PCPI47097	Lauderdale County, TN	47097	17809	18994	19654	20454	21398	22697	23072	22366	22403	24500	24623	25105	24567	25604	27419	28141
PCPI21125	Laurel County, KY	21125	21017	21368	22314	23599	24449	25872	27683	27679	28356	29062	29019	28434	29918	31283	31992	33096
PCPI45059	Laurens County, SC	45059	21330	21686	23658	24470	25332	26633	27070	26731	27476	28665	28813	29313	30637	31806	32326	33390
PCPI13175	Laurens County, GA	13175	24001	24301	25584	26451	27716	28809	29493	29194	29616	30715	30662	30779	31709	33353	34734	35729
PCPI48285	Lavaca County, TX	48285	25781	27080	26872	28683	30486	33137	35907	34490	37074	41230	44485	47492	52091	49552	47082	47880
PCPI42073	Lawrence County, PA	42073	24894	25839	26768	27500	29484	31370	32994	32570	34230	36259	37369	37338	38542	39537	39930	41264
PCPI21127	Lawrence County, KY	21127	17707	18209	19158	20007	21143	22137	24177	25656	26997	28236	28276	28486	29516	30503	29680	30585
PCPI05075	Lawrence County, AR	05075	19493	21970	22075	21312	22036	23120	24571	25194	25359	26154	28615	29759	31184	30366	31525	33534
PCPI01079	Lawrence County, AL	01079	20486	21957	23656	24136	25059	26659	27552	27198	27608	28312	29415	31257	31921	31504	31102	33003
PCPI46081	Lawrence County, SD	46081	25697	26423	28080	30435	33153	34969	36182	35706	37352	39224	41277	40624	43928	45577	45656	46936
PCPI39087	Lawrence County, OH	39087	20865	21760	22865	23733	24982	26612	28613	29434	30267	31542	32437	32357	33508	34906	35314	36466
PCPI47099	Lawrence County, TN	47099	22113	22962	23611	23782	24167	25168	26873	26610	27348	28509	29981	30644	30876	32020	32651	33845
PCPI17101	Lawrence County, IL	17101	25273	26300	30997	30381	30495	29010	35931	30886	31429	33919	32084	32807	33096	29245	28232	28574
PCPI18093	Lawrence County, IN	18093	24840	25374	26365	26956	28446	29399	30475	29522	30765	32278	33248	33344	34787	36190	37417	38879
PCPI29109	Lawrence County, MO	29109	20860	21249	22351	22762	23540	24498	25655	25672	26351	27290	28433	29780	31113	31834	31247	32399
PCPI28077	Lawrence County, MS	28077	21167	21798	23430	25070	24903	25418	27421	27442	28164	27750	29769	31795	32277	32223	31061	32468
PCPI40079	Le Flore County, OK	40079	20468	20629	21651	22485	23623	24694	26123	25336	27413	28639	29884	30622	31275	31247	30885	32635
PCPI27079	Le Sueur County, MN	27079	28704	29767	30090	30390	31431	33124	35876	34989	35133	38131	40511	40702	42613	43957	45690	47050
PCPI35025	Lea County, NM	35025	21834	22997	24290	26543	29541	31765	36665	31976	33206	37285	40455	40290	40957	41434	34494	37419
PCPI28079	Leake County, MS	28079	19366	19574	21372	21510	20233	20551	22573	22627	23746	23301	25176	27499	29713	28274	27723	29289
PCPI20103	Leavenworth County, KS	20103	26586	27757	28562	29674	31440	32968	35293	34322	34634	35876	36591	36980	38135	39818	40064	41101
PCPI42075	Lebanon County, PA	42075	29172	29849	31968	33062	34121	35319	36427	35640	36904	38450	39019	39728	41137	42949	44007	45645
PCPI12071	Lee County, FL	12071	30904	32120	35591	37417	41384	40935	41208	39647	39142	41512	41582	41244	44608	46585	48215	49764
PCPI19111	Lee County, IA	19111	25551	25961	27136	27259	28369	30171	32354	31400	31504	33417	34935	35138	37334	38886	39362	39040
PCPI45061	Lee County, SC	45061	18044	18852	19559	20321	20514	21072	22189	22964	23809	25030	26260	27655	26695	27796	30192	31616
PCPI01081	Lee County, AL	01081	22113	23284	24936	25703	27016	28261	29578	28594	29418	30741	31858	32001	33218	34198	35758	36941
PCPI51105	Lee County, VA	51105	19637	20318	21207	21984	22699	23736	25054	25380	26051	27148	26741	26483	26642	27614	28233	29295
PCPI21129	Lee County, KY	21129	17243	17489	18478	19113	18715	19382	20812	21532	22812	24101	24666	27462	29411	30575	30663	31422
PCPI17103	Lee County, IL	17103	25575	26984	27435	27616	29056	31271	31939	31748	32994	36603	36178	39017	37875	38316	39138	40333
PCPI13177	Lee County, GA	13177	24997	25590	26689	28541	29491	31259	34222	35024	35962	38003	40366	40456	41949	42681	43707	45096
PCPI48287	Lee County, TX	48287	23829	24787	24920	27073	29046	30567	33560	32324	33671	36090	39415	39682	43623	43153	43140	44991
PCPI37105	Lee County, NC	37105	27624	27738	29620	30625	31273	32736	32902	31218	31357	33116	34066	33430	34683	36796	37407	38638
PCPI05077	Lee County, AR	05077	16049	21684	20555	18692	20647	23708	23285	22446	23269	27794	26582	29670	26135	25876	26822	27174
PCPI28081	Lee County, MS	28081	27802	27937	28815	29456	30069	30951	32025	31054	32183	33801	34658	34848	36541	37539	38838	39882
PCPI26089	Leelanau County, MI	26089	33054	34547	37027	38260	39073	39513	41923	39222	40593	44223	51442	54961	61436	59708	60940	60914
PCPI28083	Leflore County, MS	28083	20537	22500	23936	25174	25857	26958	26466	27297	28813	30982	32910	32907	31412	31928	34130	35241
PCPI42077	Lehigh County, PA	42077	34743	35346	36553	38165	39743	42279	42892	41427	43761	44870	44777	44747	46352	48615	49432	51298
PCPI16059	Lemhi County, ID	16059	20687	21922	23400	24246	25403	27490	29195	28532	29410	31305	34442	35130	36831	38340	38785	40056
PCPI26091	Lenawee County, MI	26091	26845	27670	28128	28878	29327	29611	29931	28962	30228	31988	32907	33100	34254	36225	36914	38094
PCPI37107	Lenoir County, NC	37107	25042	25673	26681	27611	28273	30324	31629	31608	32058	33563	35448	34612	35482	36306	37142	39636
PCPI12073	Leon County, FL	12073	29789	30437	31992	33544	34629	35529	35777	34911	36689	38517	37591	37136	39134	40128	41413	42862
PCPI48289	Leon County, TX	48289	24036	24857	24838	24732	26031	27982	29586	29372	31308	32550	34424	36500	40540	41015	37287	37988
PCPI21131	Leslie County, KY	21131	17912	18328	19862	21203	22830	23856	26761	28312	29046	30132	29205	28179	29271	30503	30122	31386
PCPI21133	Letcher County, KY	21133	20084	20062	21896	23380	24632	25095	28217	28758	29263	29737	28035	27165	28598	29375	28462	29549
PCPI12075	Levy County, FL	12075	21051	21932	23509	24900	25582	26236	26498	26119	27677	28588	29255	29543	31334	32547	33270	34614
PCPI53041	Lewis County, WA	53041	24564	25371	26648	27229	28542	30413	32350	31875	32553	33154	34499	34990	37103	38768	39362	41041
PCPI21135	Lewis County, KY	21135	17268	18110	18989	19527	20370	21182	22537	23036	24023	24949	25422	26526	27372	27149	28628	29716
PCPI36049	Lewis County, NY	36049	22232	23522	24680	26088	29026	30116	33187	34065	35984	39576	38919	40174	41165	40691	40780	42814
PCPI47101	Lewis County, TN	47101	18714	19111	20450	21051	21447	22017	23250	23590	24338	25252	26684	27795	29602	30999	32289	33294
PCPI54041	Lewis County, WV	54041	21187	21313	22405	23272	24841	25667	27542	28451	31336	33717	35456	35388	36658	36797	35722	36045
PCPI29111	Lewis County, MO	29111	19407	21189	23782	22924	23741	25657	27745	28152	27930	29811	30960	33250	33562	30244	31907	32809
PCPI16061	Lewis County, ID	16061	25077	27071	27740	28013	27973	35598	40605	37957	43830	45876	45709	47536	44295	47607	44951	44577
PCPI30049	Lewis and Clark County, MT	30049	28613	28970	30052	33253	37089	38691	39050	40141	44942	45974	45173	41615	43796	44904	46075	47328
PCPI45063	Lexington County, SC	45063	30506	31144	31641	32528	34260	35520	36015	34682	34709	36160	37639	38334	40371	42757	43621	44497
PCPI30051	Liberty County, MT	30051	20195	22635	20768	23483	23778	26369	30753	29047	33483	36064	36171	44506	38921	38872	35650	35320
PCPI12077	Liberty County, FL	12077	19678	20544	21767	22373	23827	24808	25366	22073	22443	22576	21809	21392	21709	22069	22317	23311
PCPI13179	Liberty County, GA	13179	20073	22970	23325	23539	25990	26017	28174	26898	29130	30152	30081	30780	31159	33171	33477	34465
PCPI48291	Liberty County, TX	48291	21702	22315	23105	24887	26470	27676	28826	27738	28273	30485	31937	32880	34301	35296	35566	35840
PCPI39089	Licking County, OH	39089	28079	28258	28965	29460	31610	33365	34709	34296	34687	36816	38066	38931	40380	42018	42823	44212
PCPI01083	Limestone County, AL	01083	23436	25320	25961	27395	29115	30702	32705	32651	33716	35229	36183	36251	36823	38046	39080	40381
PCPI48293	Limestone County, TX	48293	20569	21776	21943	23149	24080	25348	26792	27386	28124	29147	30202	31312	32835	33248	33144	33945
PCPI21137	Lincoln County, KY	21137	19260	19263	20349	21108	21925	23133	23964	23957	24972	26246	27428	27377	28404	29552	29698	30353
