Per Capita Personal Income by County (Dollars)																		
Series ID	Region Name	Region Code	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
PCPI37037	Chatham County, NC	37037	31039	32154	36274	38457	41125	45133	45559	43519	44471	46441	49250	49512	53410	55615	58451	60127
PCPI13053	Chattahoochee County, GA	13053	17144	21064	21363	25006	31009	26253	31613	28752	30693	32134	29557	27697	28047	30262	31218	30857
PCPI13055	Chattooga County, GA	13055	19916	20058	21030	21083	22269	22376	22924	23972	24168	24847	24884	26131	27213	28050	28478	29621
PCPI36013	Chautauqua County, NY	36013	22555	23392	24814	25547	26636	28000	29914	30110	31512	33089	34244	34928	36173	37372	37670	39624
PCPI20019	Chautauqua County, KS	20019	24806	25545	26093	27322	30740	31022	35960	35112	35563	37613	38416	40251	40406	38871	38086	39448
PCPI35005	Chaves County, NM	35005	22030	22264	23975	25339	26659	28591	31487	28467	31666	34759	35298	34737	37975	36668	36667	40537
PCPI47021	Cheatham County, TN	47021	26852	27605	28049	28858	30197	31549	31999	30418	31583	33729	35673	36122	36692	38896	40736	42250
PCPI26031	Cheboygan County, MI	26031	22893	23734	24340	24840	25276	26121	27662	27646	28563	30201	31165	32186	33625	35474	36582	37539
PCPI53007	Chelan County, WA	53007	27124	28087	29473	30005	31454	33723	36510	35513	35806	37675	41387	42200	45049	47550	49572	51434
PCPI36015	Chemung County, NY	36015	25438	26061	27081	28527	30013	31353	33605	33641	35235	36879	37658	38197	39510	40156	40520	42577
PCPI36017	Chenango County, NY	36017	23126	23792	25383	25969	26553	27682	29216	29833	31303	32900	34753	35717	36722	37857	38714	41118
PCPI01019	Cherokee County, AL	01019	20241	21153	22545	23277	24116	26213	27437	27198	28021	28873	29564	30702	31457	32906	32758	34371
PCPI40021	Cherokee County, OK	40021	18630	19014	19875	20991	21753	23188	23956	24852	26032	26688	27819	28462	29104	30487	30325	31175
PCPI45021	Cherokee County, SC	45021	21012	21746	22856	23623	24412	25599	27578	26991	27055	27628	27929	28109	28714	29973	30346	31313
PCPI37039	Cherokee County, NC	37039	20916	20737	21107	22482	23237	24339	25517	25494	25600	26398	27781	27770	29042	30657	30357	31207
PCPI48073	Cherokee County, TX	48073	21789	21946	22314	24107	24819	25540	27452	27163	28041	28748	30122	31202	32306	33302	33839	34257
PCPI19035	Cherokee County, IA	19035	28596	29323	32381	34761	46050	52604	48252	38996	38459	44321	48018	49663	55521	58956	59621	57318
PCPI20021	Cherokee County, KS	20021	21006	22394	22503	23363	24406	26635	29292	28133	30177	31772	33470	33468	32934	33960	35430	37606
PCPI13057	Cherokee County, GA	13057	30241	30452	34461	35957	37488	37505	37650	35913	36352	38423	40344	40680	42778	45490	47801	49067
PCPI31031	Cherry County, NE	31031	25142	29597	28946	29568	28789	29127	31158	30498	33486	40930	40629	46762	53842	58887	52512	49467
PCPI51550	Chesapeake city, VA	51550	31716	33797	34812	35971	37783	39825	40804	41178	42067	43367	44208	43954	45070	46965	47223	48569
PCPI33005	Cheshire County, NH	33005	30630	30895	32440	33902	37091	37798	39865	39484	40813	42747	44273	44411	45793	48236	49174	51153
PCPI45023	Chester County, SC	45023	22083	22589	23336	24089	24921	25291	25548	24847	25578	26876	27879	28088	29516	30945	31451	32667
PCPI42029	Chester County, PA	42029	49502	51816	55784	58350	61563	63310	63063	60731	61454	64307	67627	68015	71912	75228	74594	77465
PCPI47023	Chester County, TN	47023	19794	21033	20822	22422	23172	24391	25306	25670	26501	28054	29412	29435	29612	31022	32178	33194
PCPI45025	Chesterfield County, SC	45025	20828	21425	22132	22129	23180	24294	24978	23880	24371	24832	25534	26117	26421	27703	28410	29559
PCPI51041	Chesterfield County, VA	51041	34799	35913	37656	39664	41234	42852	43671	41920	42249	43717	45670	45751	46797	49350	50066	51755
PCPI08017	Cheyenne County, CO	08017	25772	35091	33487	35305	31796	47140	40656	47842	54263	58435	52482	55697	53353	52857	49553	57212
PCPI20023	Cheyenne County, KS	20023	21210	24662	17538	23093	22617	31409	34537	35148	39756	51983	46721	49958	42873	42688	43344	44248
PCPI31033	Cheyenne County, NE	31033	27673	31778	31782	32796	34675	38657	40466	38728	40504	45597	46800	48623	50089	48158	47208	47875
PCPI19037	Chickasaw County, IA	19037	24520	24817	27713	29041	30521	33565	35941	35127	38701	44015	45412	49240	52370	57937	56499	54448
PCPI28017	Chickasaw County, MS	28017	20476	21301	21936	23210	24204	23957	25577	25293	27397	29058	29708	29910	30606	30737	31382	32817
PCPI05017	Chicot County, AR	05017	18946	21497	22373	22704	23243	25955	26421	27113	28030	30677	33502	36135	33490	32619	34384	34860
PCPI48075	Childress County, TX	48075	17648	18905	19330	20558	19698	22170	23605	24481	24227	26226	24255	27171	26351	28313	28800	29965
PCPI01021	Chilton County, AL	01021	21428	22161	23420	24559	25967	27198	27448	27102	27513	28707	29458	29716	30580	31830	32268	33350
PCPI26033	Chippewa County, MI	26033	21192	22026	22898	23207	23581	24539	26070	26600	27941	28151	29609	30429	29301	31162	31894	32459
PCPI55017	Chippewa County, WI	55017	28412	28985	29085	29384	31266	33437	34594	33724	35216	37617	39493	39421	41255	41903	42163	43573
PCPI27023	Chippewa County, MN	27023	28548	29839	30612	31704	32711	35023	38158	38198	39178	43578	48019	48503	45637	44883	44735	44726
PCPI27025	Chisago County, MN	27025	29505	29762	29942	33690	33396	34843	35971	34681	35042	37467	38926	39660	41601	43866	44867	46421
PCPI50007	Chittenden County, VT	50007	35686	37303	38624	39334	42348	44015	46239	45047	46097	49369	50978	51791	53751	56071	57521	59184
PCPI40023	Choctaw County, OK	40023	19353	19364	20303	21358	22446	23219	24485	24718	25577	26904	28348	29133	30310	31066	30486	31085
PCPI01023	Choctaw County, AL	01023	20646	21179	21762	21927	23000	23898	24559	25564	27976	29739	31982	33911	35016	35621	36232	37253
PCPI28019	Choctaw County, MS	28019	16170	17503	19301	20327	20519	21782	23103	23334	24317	25944	27162	28477	28669	30030	31054	31461
PCPI30015	Chouteau County, MT	30015	20956	23954	24740	24998	24301	28171	32814	27258	30436	35305	35579	34948	29927	32775	31851	33066
PCPI37041	Chowan County, NC	37041	24337	25192	26907	28937	29347	30228	30934	30893	30437	32585	34127	34084	34738	36149	36610	39125
PCPI17021	Christian County, IL	17021	26486	27147	28566	27516	28627	30925	33055	32964	34712	37454	36566	38496	37852	37406	38341	39651
PCPI29043	Christian County, MO	29043	24333	25134	26297	27250	28219	29267	30432	30140	30225	31364	32759	33346	34590	36287	37185	38310
PCPI21047	Christian County, KY	21047	24173	26279	27286	29294	32132	31342	32445	32250	32336	35340	35365	35328	35751	36661	36015	37622
PCPI32001	Churchill County, NV	32001	25725	27325	29413	30916	31067	31418	32316	31693	33486	35242	35509	36184	38014	39141	39386	41332
PCPI35006	Cibola County, NM	35006	17653	18670	19263	20199	21116	21642	22469	23073	23484	24071	24439	24395	25991	26948	27158	27620
PCPI40025	Cimarron County, OK	40025	25737	27906	27980	30558	28549	32676	42799	30969	40998	50915	54581	53338	59237	70709	58918	60048
PCPI12017	Citrus County, FL	12017	23621	24388	25242	27008	28545	29591	30116	29450	30643	31586	32320	33098	34476	35875	36483	37379
PCPI41005	Clackamas County, OR	41005	34840	35565	37646	38988	41753	43292	44246	41483	42244	44407	47085	46634	48313	51067	53582	56268
PCPI22027	Claiborne Parish, LA	22027	21012	21532	23131	24136	24291	25516	28210	27283	28547	29773	31854	33332	35215	34155	32658	33392
PCPI47025	Claiborne County, TN	47025	21201	21647	23106	24415	25173	26270	27109	27124	28164	29616	31135	31117	31390	32777	33517	34635
PCPI28021	Claiborne County, MS	28021	18182	19170	19884	21044	21942	24041	25488	26661	27796	27597	28500	29115	28335	29963	29447	29657
PCPI53009	Clallam County, WA	53009	27001	28603	29064	29317	31073	32966	35331	34377	34923	36479	38521	38549	40469	41356	42191	43316
PCPI26035	Clare County, MI	26035	20156	20976	21516	21967	22451	23205	24587	25438	26477	27284	27971	28730	29536	31121	32030	32680
PCPI45027	Clarendon County, SC	45027	19065	19803	21028	21109	21757	22520	22908	23029	24048	25375	27622	28978	29098	30172	30919	32037
PCPI42031	Clarion County, PA	42031	25112	25786	27850	29615	30444	31464	36131	33670	35829	37078	36316	36773	37080	38250	38410	39516
PCPI32003	Clark County, NV	32003	31703	32559	34754	38093	39499	39928	38322	35102	35845	37049	38992	38423	40459	42665	43005	44217
PCPI16033	Clark County, ID	16033	25380	26012	24727	22874	20131	21461	26445	24638	25555	33961	33278	43526	36464	37161	37328	38562
PCPI53011	Clark County, WA	53011	29481	30591	31826	33836	35911	38027	39831	37350	37670	39394	41852	41783	44573	46564	48305	50078
PCPI46025	Clark County, SD	46025	23432	26259	30067	29367	24670	33317	39042	35820	34376	54600	49596	57537	51697	45204	46315	43269
PCPI17023	Clark County, IL	17023	24153	25319	27786	27512	28760	30324	33143	32029	33898	36602	35388	38997	38111	37265	38332	39888
PCPI20025	Clark County, KS	20025	25767	28215	25560	29734	30434	33288	37653	35249	41432	47594	47502	50804	52255	53478	56072	59001
PCPI21049	Clark County, KY	21049	27623	28077	28793	29307	30642	32073	33355	31659	32309	34301	34293	35010	36214	37454	37777	38608
PCPI39023	Clark County, OH	39023	26817	27562	28135	28664	29944	30913	31770	31697	32245	33951	34577	35098	36094	37249	38053	39289
PCPI05019	Clark County, AR	05019	20333	21670	22524	23328	24471	25782	26087	26518	27723	28814	30886	30407	31678	32494	33196	34713
PCPI29045	Clark County, MO	29045	20559	22381	24151	23488	24356	26422	28205	28716	27795	30823	32332	33564	34398	32780	34764	34332
PCPI55019	Clark County, WI	55019	22927	23987	24612	24777	24854	26649	27539	27310	28972	31486	33931	34305	37480	37516	37297	38498
PCPI18019	Clark County, IN	18019	28243	29185	29295	30151	31930	32473	33584	33637	35794	38993	40734	40041	39978	41092	41154	42121
PCPI01025	Clarke County, AL	01025	20409	21456	22935	23754	24873	26488	26998	27410	28645	29502	30115	31255	32559	33684	34476	35448
PCPI13059	Clarke County, GA	13059	23841	25050	24592	25219	25687	25695	25578	25148	25699	27236	27211	27697	29520	30740	31706	32491
PCPI28023	Clarke County, MS	28023	19668	19566	21228	23801	25604	27457	28974	28277	29547	30504	33061	34932	35775	34901	35090	35815
PCPI19039	Clarke County, IA	19039	22003	22973	24546	26144	27253	29087	31248	30214	31198	32768	33661	35141	36218	37909	38148	39797
PCPI51043	Clarke County, VA	51043	34447	36527	38923	41810	45570	47036	48760	49522	50221	52064	53523	53639	55280	58831	61658	63577
PCPI41007	Clatsop County, OR	41007	27509	28710	28795	29390	31207	32043	33169	32912	33584	34463	35662	35982	37704	39700	41310	42774
PCPI31035	Clay County, NE	31035	26601	31267	30611	32033	29027	33463	38135	36216	38422	49031	47219	45318	44427	43280	43451	44691
PCPI21051	Clay County, KY	21051	15412	15887	16969	17513	18334	19506	20426	22227	23709	24728	25172	25623	27259	28424	28627	29924
PCPI20027	Clay County, KS	20027	24997	28278	29845	30939	33185	36638	41443	39435	40484	40203	38682	39847	39064	39224	40460	42548
PCPI27027	Clay County, MN	27027	25260	27135	27179	27615	29214	30860	33327	32785	33868	35810	38233	38815	39561	40483	40618	41018
PCPI01027	Clay County, AL	01027	20959	21902	24073	25962	27261	27518	28241	27706	27887	26714	27381	28094	29420	31091	31314	33230
PCPI05021	Clay County, AR	05021	19815	22961	23679	23538	24628	26514	28176	28343	28167	29022	30937	33377	30904	30231	31612	33559
PCPI19041	Clay County, IA	19041	27711	29011	31232	31517	32786	35917	39578	37142	39418	44064	46495	45923	47158	50030	45704	47210
PCPI13061	Clay County, GA	13061	27056	29032	27594	26182	23287	24515	25844	26025	26035	26646	26435	27115	25523	27896	28939	29731
PCPI37043	Clay County, NC	37043	22450	22530	23608	25165	25679	26319	26700	26184	26635	26685	27451	28025	30177	31567	31782	32610
PCPI48077	Clay County, TX	48077	23509	23592	25310	26696	28971	30881	36139	34012	35486	37189	39296	39648	41318	41165	42067	42522
PCPI47027	Clay County, TN	47027	19736	20227	22093	22501	23018	24182	25731	25429	26441	28117	28159	28160	29361	29558	29737	31134
PCPI28025	Clay County, MS	28025	20633	21665	23963	25452	27619	28012	28898	28129	29518	31528	33550	35208	34708	34645	35076	35998
PCPI17025	Clay County, IL	17025	22896	24044	26518	26552	27583	28764	31482	31251	32760	34262	35103	36570	35889	34828	35844	37030
PCPI12019	Clay County, FL	12019	28825	30323	31091	32786	33923	34812	35174	33426	33915	35233	36148	36491	38300	39877	40993	42386
PCPI54015	Clay County, WV	54015	17067	17131	17780	18511	20726	21738	23898	24886	25339	27419	28147	27494	28767	28752	28013	28588
PCPI46027	Clay County, SD	46027	22925	24874	27368	26063	27485	29084	31320	32312	32065	33240	32107	36302	36352	37586	37571	37400
PCPI18021	Clay County, IN	18021	23006	24011	24886	24816	26116	27394	28720	29009	30013	31473	31949	33300	33807	34462	35718	36801
PCPI29047	Clay County, MO	29047	34801	35677	34618	34559	35527	37576	39728	39489	39634	39556	40156	41307	42991	45077	45210	46026
PCPI13063	Clayton County, GA	13063	22414	22769	22938	23596	23575	24151	24123	24169	24788	26011	24536	24691	25471	26260	26649	27289
PCPI19043	Clayton County, IA	19043	25505	26079	28083	28271	29161	31726	33962	32462	35258	40371	42139	42909	44112	46181	45102	46549
PCPI08019	Clear Creek County, CO	08019	38200	41813	43190	44831	47026	45115	46139	44844	43885	46478	48157	50202	52129	55988	56172	56672
PCPI42033	Clearfield County, PA	42033	25431	26192	27679	28529	29805	31172	33514	33564	35152	37045	37180	37712	38674	39941	40559	41786
PCPI27029	Clearwater County, MN	27029	22242	22838	23498	23702	24622	25662	27869	29068	30807	32929	34107	35826	37862	39428	39553	40527
PCPI16035	Clearwater County, ID	16035	22813	23629	24315	25416	26515	27539	27855	28448	28942	29974	30005	30902	31742	33413	33375	34454
PCPI01029	Cleburne County, AL	01029	20656	21245	23365	24543	24685	25656	26896	26781	27987	28718	30172	31341	32560	33556	33917	35298
PCPI05023	Cleburne County, AR	05023	22577	22729	23939	24622	25735	27113	28648	28059	29274	31070	33133	33536	34940	35537	35036	36358
PCPI39025	Clermont County, OH	39025	31839	32627	33047	34020	35286	36175	37482	36704	38062	40574	41180	41763	44114	48684	48728	50003
PCPI37045	Cleveland County, NC	37045	23826	24275	25810	26921	27909	29064	29439	28322	29078	30131	31386	31436	32802	34460	34870	36281
PCPI40027	Cleveland County, OK	40027	27068	28276	29848	31457	33802	35334	36198	35235	36394	38470	39851	40149	42430	42995	42232	43292
PCPI05025	Cleveland County, AR	05025	23068	23801	26103	26738	26699	28213	29655	27969	28720	28626	30302	32591	35382	35983	35955	38144
PCPI13065	Clinch County, GA	13065	18401	18398	18886	19059	20341	21534	21972	24325	25983	29045	29475	30884	32110	34243	35855	35903
PCPI21053	Clinton County, KY	21053	18955	19067	19976	20065	19901	20802	21809	23482	24711	26289	27279	28530	29602	30277	29460	30180
PCPI17027	Clinton County, IL	17027	28626	29865	30662	30804	32335	33260	35034	34890	36607	38542	38920	40827	42087	42256	43821	44533
PCPI18023	Clinton County, IN	18023	24253	25296	26473	26775	27428	29364	30288	29001	29811	32049	33170	33951	34687	34496	35730	36608
PCPI29049	Clinton County, MO	29049	25294	25524	27548	27863	29062	30591	32663	32652	32300	35016	34611	37537	39640	38500	39320	41554
PCPI39027	Clinton County, OH	39027	27115	28242	30127	31644	33401	35108	35406	36242	36344	38701	38722	38235	38621	40999	41909	43080
PCPI36019	Clinton County, NY	36019	25830	26763	27868	28424	29485	31439	32730	33812	35329	35673	36933	37578	38555	40610	40768	42720
PCPI26037	Clinton County, MI	26037	28165	27528	28355	29795	31637	33220	34057	33082	34857	36689	37176	37843	39556	41225	43279	44270
PCPI19045	Clinton County, IA	19045	26668	26796	28274	28817	30516	32384	33871	33937	35142	37507	38592	39525	39628	40701	41278	42274
PCPI42035	Clinton County, PA	42035	22702	23107	24759	24896	25564	26892	28314	28434	29665	32113	33098	33561	35617	36718	36525	37986
PCPI20029	Cloud County, KS	20029	22554	24315	25195	25320	26276	28186	31459	30141	29947	33258	32988	34982	34225	34110	35339	37315
PCPI28027	Coahoma County, MS	28027	20845	22611	23520	24891	25436	26281	26289	27886	28783	31263	29801	33871	30940	31812	34158	34125
PCPI40029	Coal County, OK	40029	17973	18117	19041	20121	21699	24413	28102	26296	27737	28781	28992	28991	32199	32237	30793	31948
PCPI13067	Cobb County, GA	13067	38893	40082	41304	42783	43671	44602	43623	40837	41757	44070	44419	45109	47995	49934	51318	53300
PCPI04003	Cochise County, AZ	04003	23122	25073	26355	28068	29392	31401	33011	34140	34530	35210	34374	34510	35866	36979	37722	39294
PCPI48079	Cochran County, TX	48079	21881	21903	27154	32925	28638	31054	31547	29163	42735	32715	33930	40793	37628	37182	36582	40614
PCPI47029	Cocke County, TN	47029	19704	20112	20833	21441	22269	23247	24240	24300	25439	26844	27433	28107	28414	29768	30436	31362
PCPI04005	Coconino County, AZ	04005	25281	26225	27785	29481	32013	33857	35768	33844	34342	37051	36805	38373	40854	42800	44289	46266
PCPI46029	Codington County, SD	46029	27360	28969	30980	31063	32055	35050	36853	35249	37513	40504	42555	41468	41940	43886	44223	45720
PCPI01031	Coffee County, AL	01031	26169	27385	29253	29763	30456	32409	34052	34006	35513	36009	36137	37346	38111	39558	40319	42076
PCPI13069	Coffee County, GA	13069	21752	22121	22951	23541	23261	24049	24949	24395	24812	26143	25901	27021	27771	28868	29336	30732
PCPI47031	Coffee County, TN	47031	24717	25800	26673	27361	27804	29078	30166	30205	31383	32592	33572	33958	35375	36729	37158	38205
PCPI20031	Coffey County, KS	20031	27810	29196	29827	32060	33118	34570	40847	40720	42651	49362	51334	57784	57184	53613	53232	50407
PCPI48081	Coke County, TX	48081	22745	23451	22770	21700	22595	25386	26860	27905	30731	33131	36968	41317	43192	41314	39135	38586
PCPI01033	Colbert County, AL	01033	22242	23785	25176	26691	28209	29621	30395	30523	31718	32688	32910	33424	34855	35684	36452	37602
PCPI29051	Cole County, MO	29051	30641	31836	33072	33652	35829	37009	39186	37880	38090	38998	41110	41241	42082	42927	43284	44783
PCPI48083	Coleman County, TX	48083	21265	22407	22331	23331	24495	26497	29475	28651	30241	33413	35424	37743	39863	40000	37633	38788
PCPI17029	Coles County, IL	17029	25061	25612	26200	26636	27445	28617	30420	30581	32259	34215	34240	35807	36996	37375	37302	38902
PCPI35007	Colfax County, NM	35007	22945	24172	24890	25958	27104	28791	30056	30757	32712	36238	36498	34938	37182	38231	38632	39272
PCPI31037	Colfax County, NE	31037	26498	28512	27787	28828	29571	31940	32569	31781	32797	38265	36431	41941	41108	41655	41789	41629
PCPI45029	Colleton County, SC	45029	21347	21680	22836	23443	25247	26468	27487	26919	27404	28195	28475	28935	30360	32106	33238	34345
PCPI12021	Collier County, FL	12021	46196	47340	53054	58613	66629	69246	68134	57289	62709	65132	71513	69184	77564	83561	85727	87829
PCPI48085	Collin County, TX	48085	42629	42505	43349	46150	47825	49781	51247	47328	49228	53465	55662	55576	58004	60626	62323	64025
PCPI48087	Collingsworth County, TX	48087	26927	32038	30532	31352	27964	29199	24996	28297	31686	31163	33219	39399	34840	34265	34743	38186
PCPI48089	Colorado County, TX	48089	25484	26307	27791	28623	30575	33298	35580	35738	36313	40194	39835	41222	43202	43720	43175	44836
PCPI13071	Colquitt County, GA	13071	20732	21764	22567	24277	24560	25724	26484	26698	26176	27688	27839	27369	27336	29292	29876	31371
PCPI13073	Columbia County, GA	13073	30964	32506	33642	34843	36727	37877	40006	39435	40094	41924	42336	42227	44055	45788	46706	48009
PCPI36021	Columbia County, NY	36021	30056	30993	33514	34361	36776	37777	40129	40254	42051	43872	46061	46802	49094	50752	51745	53436
PCPI41009	Columbia County, OR	41009	26875	27091	28181	29295	31082	32323	33587	32232	32553	33772	35127	35683	37367	39931	40771	42092
PCPI12023	Columbia County, FL	12023	22113	22344	23756	24944	25384	26787	27286	26598	28168	29584	29018	29137	30618	32405	32507	33973
PCPI05027	Columbia County, AR	05027	21912	22754	23946	25364	27201	28610	30264	28609	29705	31547	33579	33283	35299	34425	34254	37104
PCPI53013	Columbia County, WA	53013	27991	29067	29150	29520	31320	36392	39859	39981	39813	43907	43173	41838	43078	48065	45423	45918
PCPI55021	Columbia County, WI	55021	31892	32866	33328	34112	36967	38199	38579	37369	38278	41703	42996	44255	45442	46066	47031	48239
PCPI42037	Columbia County, PA	42037	25522	26426	27028	27714	28731	30499	31709	31230	32748	34372	35215	35557	36242	37803	38942	40337
PCPI39029	Columbiana County, OH	39029	23664	24461	24580	25281	26474	27949	29305	28641	29635	31761	32967	33106	34478	35513	35353	36142
PCPI37047	Columbus County, NC	37047	21823	22448	23631	25432	25823	26732	28290	26928	27458	27885	28723	29343	29277	29600	30605	31955
PCPI06011	Colusa County, CA	06011	24713	28229	27546	27675	28165	32568	38860	41314	40765	41296	37918	45022	40890	46296	45239	48056
PCPI48091	Comal County, TX	48091	31656	32190	33973	37342	39553	42060	44014	42907	44164	46359	48957	50273	52815	53783	55428	55965
PCPI48093	Comanche County, TX	48093	24332	24705	25170	25135	25457	26342	26999	27411	30675	32091	32244	33445	38353	37987	37646	39842
PCPI20033	Comanche County, KS	20033	25583	33379	28711	31740	31485	34283	38922	33932	37892	38060	37925	46285	38464	42702	40247	43437
PCPI40031	Comanche County, OK	40031	25258	27287	26869	28287	30646	31370	33923	34439	35591	36552	36378	37129	37785	39157	39094	40053
PCPI48095	Concho County, TX	48095	16763	18373	19124	19099	17207	19141	17902	18062	18410	21077	19620	24803	22762	22431	20405	32328
PCPI22029	Concordia Parish, LA	22029	20151	21200	23790	27029	25384	26229	28909	30761	32462	33671	33326	31512	29663	29056	30484	31881
PCPI01035	Conecuh County, AL	01035	20326	20852	21787	22890	22957	24011	24914	25238	26433	26851	27258	28976	29160	30052	30536	31616
PCPI08021	Conejos County, CO	08021	17940	19682	20394	20785	21174	22217	23390	24779	24547	26675	27365	29114	29733	33621	33831	34726
PCPI06013	Contra Costa County, CA	06013	46096	47133	49871	52503	56613	58328	58906	54242	54030	57681	61878	61435	64056	69195	72195	76527
PCPI56009	Converse County, WY	56009	27166	28816	30788	33025	36171	37153	42400	40057	40673	45096	46519	47122	51450	52188	48292	49290
PCPI05029	Conway County, AR	05029	22778	23649	24986	25598	26170	28334	28664	28783	29847	32011	33347	35039	36888	36582	35951	37012
PCPI27031	Cook County, MN	27031	30564	30793	32360	33490	33382	34523	35425	37826	40237	43388	45641	45396	46579	49192	50326	50943
PCPI13075	Cook County, GA	13075	19941	20948	21623	22669	23257	24317	24938	25740	26047	27090	27593	28349	27842	29323	29640	30632
PCPI17031	Cook County, IL	17031	36814	37058	38415	40511	43413	46573	46952	43427	44145	45874	48507	49877	53709	56470	57285	59238
PCPI48097	Cooke County, TX	48097	24547	25990	26857	29105	32117	34185	40667	36261	38825	42392	45358	48603	52654	49352	46575	47339
PCPI29053	Cooper County, MO	29053	22057	23171	25475	25158	26442	28301	30055	29306	30091	31361	32177	33249	34196	34452	35412	36872
PCPI33007	Coos County, NH	33007	27523	28841	30135	30234	30657	31775	33351	33897	34415	35577	36554	36930	36856	38713	40216	41866
PCPI41011	Coos County, OR	41011	25605	26695	27132	27609	29256	30596	31408	31340	32157	33747	34161	35174	37371	39627	40539	41802
PCPI01037	Coosa County, AL	01037	20428	21938	23577	23871	25198	25463	26476	26008	23748	25196	25826	26237	26884	28075	29284	30332
PCPI28029	Copiah County, MS	28029	19764	20597	21287	22593	23675	24592	26591	26683	27520	28997	29963	30395	30851	31207	31448	32140
PCPI46031	Corson County, SD	46031	16203	22689	20331	22141	18058	21675	23980	22651	24625	30234	30842	29613	32099	28187	25915	26327
PCPI36023	Cortland County, NY	36023	23342	24152	25259	25791	26623	27997	29563	30478	31614	32628	34122	34398	35215	37452	37616	39465
PCPI48099	Coryell County, TX	48099	21342	22910	23372	24936	26324	26982	28007	28444	28968	29739	29471	29343	30485	31503	31952	32904
PCPI39031	Coshocton County, OH	39031	23133	23629	24472	24638	25803	26863	27799	27044	27698	29490	29672	31316	32305	34552	32193	33268
PCPI08023	Costilla County, CO	08023	21961	20978	20617	21978	22508	23463	23742	25826	25085	27485	27185	28915	29738	32495	31540	32753
PCPI48101	Cottle County, TX	48101	31356	34806	35555	35169	35488	40385	37166	41146	40071	42091	43561	46855	50121	53366	52888	60247
PCPI40033	Cotton County, OK	40033	23038	24985	27860	29651	30712	30805	37155	33706	35932	37503	39244	39503	42689	41204	38370	38155
PCPI27033	Cottonwood County, MN	27033	25691	27758	31056	30797	31338	33169	36376	35180	36945	41717	45732	48169	45966	45485	41689	43161
PCPI28031	Covington County, MS	28031	19370	20010	22390	24218	24146	25463	28022	27485	27597	27845	28896	31501	33215	32028	31296	33449
PCPI01039	Covington County, AL	01039	22209	23292	24577	24816	25377	26623	27854	28232	29564	29448	30305	30819	31709	32396	32971	34785
PCPI13077	Coweta County, GA	13077	27870	28713	29557	30834	32186	34535	35901	34882	33276	35561	36793	37855	39628	41064	43113	44419
PCPI20035	Cowley County, KS	20035	24607	25060	25666	26244	28635	29604	30868	29965	31503	33651	34065	35228	36383	37984	36871	37203
PCPI53015	Cowlitz County, WA	53015	25006	25789	26819	28448	29712	32189	33625	33220	35194	35672	37746	38309	39869	41093	41688	42888
PCPI51045	Craig County, VA	51045	24960	25797	26735	27647	28309	27701	29287	28795	29631	30810	32845	33343	33679	35690	34579	35458
PCPI40035	Craig County, OK	40035	22320	22362	23035	23145	25012	26771	27463	27666	27891	29522	31611	31834	34436	34817	34236	34984
PCPI05031	Craighead County, AR	05031	23268	24811	25250	26040	26730	27918	28619	28758	30266	32272	33546	33825	34432	35037	35304	35963
PCPI48103	Crane County, TX	48103	20859	22280	22298	24648	29502	31216	34842	30523	32440	39545	44297	45778	48392	40152	37154	39596
PCPI37049	Craven County, NC	37049	27142	28852	30896	32660	33628	35713	36894	36050	36365	37288	38117	37877	39255	40963	41630	42367
PCPI19047	Crawford County, IA	19047	24290	24765	28285	29445	31142	36393	40675	34826	34998	40112	43677	44745	41337	39267	38157	38373
PCPI05033	Crawford County, AR	05033	19482	20449	21489	22801	24284	25285	26312	25986	27070	28045	28937	29062	29959	30670	31271	32076
PCPI39033	Crawford County, OH	39033	24625	25344	26145	26274	27286	28385	29182	29609	30198	32508	32892	34101	34744	35343	35432	37012
PCPI29055	Crawford County, MO	29055	22176	22255	23258	23915	24224	24317	25189	25992	27302	27979	28851	29571	30344	32552	33570	35282
PCPI55023	Crawford County, WI	55023	22656	23479	24826	25607	26138	27423	28649	29129	31089	32813	33989	35600	37308	38420	38936	40252
PCPI18025	Crawford County, IN	18025	21238	21722	22228	22427	23019	23904	25218	25333	26159	27270	27981	27900	29407	30730	31461	32141
PCPI20037	Crawford County, KS	20037	23995	24425	24608	25600	27180	28644	31132	30757	31033	32290	33144	33527	33371	33942	34494	35591
PCPI13079	Crawford County, GA	13079	22096	23144	23635	24706	25514	27186	28756	28629	28186	29150	28099	28622	29568	31120	31786	32597
PCPI26039	Crawford County, MI	26039	20403	20528	20923	21002	21518	22116	23098	24051	25442	26382	27233	27582	29504	30597	31838	32627
PCPI17033	Crawford County, IL	17033	24201	24480	26812	26851	30123	32271	36216	36973	37862	40485	41857	43454	45727	44806	44489	44838
PCPI42039	Crawford County, PA	42039	24052	24671	25516	26422	27744	28979	30233	29751	31487	33363	34169	34875	36372	37307	37342	38191
PCPI40037	Creek County, OK	40037	23054	23496	24368	26073	28495	30747	33565	32515	32874	34686	35343	36405	38034	38623	38639	39746
PCPI01041	Crenshaw County, AL	01041	21610	22996	25495	27211	26496	26733	27892	28075	30053	29169	30463	33258	34138	36199	34596	36832
PCPI13081	Crisp County, GA	13081	21063	21684	22013	22773	23046	23048	23330	23325	24042	26163	26085	25919	26902	28811	29350	30918
